table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,0,0,"Công ty TNHH MTV Dịch vụ Nam Long (""Dịch vụ Nam Long"")","Công ty | Công ty con | Công ty TNHH MTV Quản lý và Khai thác Bất Động Sản Nam Long (""Nam Long PMD"")","Công ty TNHH MTV Dịch vụ Nam Long (""Dịch vụ Nam Long"")",,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,0,1,"Công ty TNHH MTV Dịch vụ Nam Long (""Dịch vụ Nam Long"")","Địa điểm | Công ty con | Tp. Hồ Chí Minh (""TPHCM"")",TPHCM,,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,0,2,"Công ty TNHH MTV Dịch vụ Nam Long (""Dịch vụ Nam Long"")",Ngành nghề kinh doanh | Công ty con | Xây dựng và bất động sản,Dịch vụ và xây lắp,,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,0,3,"Công ty TNHH MTV Dịch vụ Nam Long (""Dịch vụ Nam Long"")",Tỷ lệ sở hữu % | Công ty con | 100,100,100.0,100.0,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,1,0,"Công ty Cổ phần Nam Long - Hồng Phát (""Nam Long – Hồng Phát"")","Công ty | Công ty con | Công ty TNHH MTV Quản lý và Khai thác Bất Động Sản Nam Long (""Nam Long PMD"")","Công ty Cổ phần Nam Long - Hồng Phát (""Nam Long – Hồng Phát"")",,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,1,1,"Công ty Cổ phần Nam Long - Hồng Phát (""Nam Long – Hồng Phát"")","Địa điểm | Công ty con | Tp. Hồ Chí Minh (""TPHCM"")",Tp. Cần Thơ,,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,1,2,"Công ty Cổ phần Nam Long - Hồng Phát (""Nam Long – Hồng Phát"")",Ngành nghề kinh doanh | Công ty con | Xây dựng và bất động sản,Xây dựng và bất động sản,,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,1,3,"Công ty Cổ phần Nam Long - Hồng Phát (""Nam Long – Hồng Phát"")",Tỷ lệ sở hữu % | Công ty con | 100,"99,98",99.98,99.98,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,2,0,"Công ty Cổ phần Bất Động Sản Nguyên Sơn (""Nguyên Sơn"")","Công ty | Công ty con | Công ty TNHH MTV Quản lý và Khai thác Bất Động Sản Nam Long (""Nam Long PMD"")","Công ty Cổ phần Bất Động Sản Nguyên Sơn (""Nguyên Sơn"")",,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,2,1,"Công ty Cổ phần Bất Động Sản Nguyên Sơn (""Nguyên Sơn"")","Địa điểm | Công ty con | Tp. Hồ Chí Minh (""TPHCM"")",TPHCM,,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,2,2,"Công ty Cổ phần Bất Động Sản Nguyên Sơn (""Nguyên Sơn"")",Ngành nghề kinh doanh | Công ty con | Xây dựng và bất động sản,Bất động sản,,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,2,3,"Công ty Cổ phần Bất Động Sản Nguyên Sơn (""Nguyên Sơn"")",Tỷ lệ sở hữu % | Công ty con | 100,"87,33",87.33,87.33,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,3,0,"Công ty Cổ phần Phát triển Căn hộ Nam Long (""Nam Long ADC"")","Công ty | Công ty con | Công ty TNHH MTV Quản lý và Khai thác Bất Động Sản Nam Long (""Nam Long PMD"")","Công ty Cổ phần Phát triển Căn hộ Nam Long (""Nam Long ADC"")",,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,3,1,"Công ty Cổ phần Phát triển Căn hộ Nam Long (""Nam Long ADC"")","Địa điểm | Công ty con | Tp. Hồ Chí Minh (""TPHCM"")",TPHCM,,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,3,2,"Công ty Cổ phần Phát triển Căn hộ Nam Long (""Nam Long ADC"")",Ngành nghề kinh doanh | Công ty con | Xây dựng và bất động sản,Xây dựng và bất động sản,,,False,False
NLG_financial_statements_2018_separate|table_11,NLG_financial_statements_2018_separate,NLG,2018,separate,PERCENT,3,3,"Công ty Cổ phần Phát triển Căn hộ Nam Long (""Nam Long ADC"")",Tỷ lệ sở hữu % | Công ty con | 100,"97,14",97.14,97.14,False,False
