table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,0,0,- Tiền gửi tại các tổ chức tín dụng,Khoản mục,- Tiền gửi tại các tổ chức tín dụng,,,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,0,1,- Tiền gửi tại các tổ chức tín dụng,Giá gốcVND,599.500.000.000,599500000000.0,599500000000.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,0,2,- Tiền gửi tại các tổ chức tín dụng,Dự phòngVND,(599.500.000.000),-599500000000.0,-599500000000.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,0,3,- Tiền gửi tại các tổ chức tín dụng,Giá trị tài sản thuầnVND,-,0.0,0.0,True,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,1,0,- Chứng khoán kinh doanh,Khoản mục,- Chứng khoán kinh doanh,,,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,1,1,- Chứng khoán kinh doanh,Giá gốcVND,156.588.389.298,156588389298.0,156588389298.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,1,2,- Chứng khoán kinh doanh,Dự phòngVND,(138.634.731.445),-138634731445.0,-138634731445.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,1,3,- Chứng khoán kinh doanh,Giá trị tài sản thuầnVND,17.953.657.853,17953657853.0,17953657853.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,2,0,- Cho vay khách hàng,Khoản mục,- Cho vay khách hàng,,,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,2,1,- Cho vay khách hàng,Giá gốcVND,1.320.448.455.081,1320448455081.0,1320448455081.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,2,2,- Cho vay khách hàng,Dự phòngVND,(627.802.354.420),-627802354420.0,-627802354420.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,2,3,- Cho vay khách hàng,Giá trị tài sản thuầnVND,692.646.100.661,692646100661.0,692646100661.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,3,0,- Đầu tư dài hạn,Khoản mục,- Đầu tư dài hạn,,,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,3,1,- Đầu tư dài hạn,Giá gốcVND,17.800.000.000,17800000000.0,17800000000.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,3,2,- Đầu tư dài hạn,Dự phòngVND,(17.800.000.000),-17800000000.0,-17800000000.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,3,3,- Đầu tư dài hạn,Giá trị tài sản thuầnVND,-,0.0,0.0,True,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,4,0,- Tài sản cố định hữu hình,Khoản mục,- Tài sản cố định hữu hình,,,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,4,1,- Tài sản cố định hữu hình,Giá gốcVND,10.010.728.038,10010728038.0,10010728038.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,4,2,- Tài sản cố định hữu hình,Dự phòngVND,-,0.0,0.0,True,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,4,3,- Tài sản cố định hữu hình,Giá trị tài sản thuầnVND,10.010.728.038,10010728038.0,10010728038.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,5,0,- Tài sản cố định vô hình (*),Khoản mục,- Tài sản cố định vô hình (*),,,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,5,1,- Tài sản cố định vô hình (*),Giá gốcVND,15.488.041.476,15488041476.0,15488041476.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,5,2,- Tài sản cố định vô hình (*),Dự phòngVND,-,0.0,0.0,True,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,5,3,- Tài sản cố định vô hình (*),Giá trị tài sản thuầnVND,15.488.041.476,15488041476.0,15488041476.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,6,0,- Tài sản là nợ phải thu khác(**),Khoản mục,- Tài sản là nợ phải thu khác(**),,,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,6,1,- Tài sản là nợ phải thu khác(**),Giá gốcVND,37.654.815.974,37654815974.0,37654815974.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,6,2,- Tài sản là nợ phải thu khác(**),Dự phòngVND,(2.247.394.212),-2247394212.0,-2247394212.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,6,3,- Tài sản là nợ phải thu khác(**),Giá trị tài sản thuầnVND,35.407.421.762,35407421762.0,35407421762.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,7,0,,Khoản mục,,,,False,True
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,7,1,,Giá gốcVND,2.157.490.429.867,2157490429867.0,2157490429867.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,7,2,,Dự phòngVND,(1.385.984.480.077),-1385984480077.0,-1385984480077.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,7,3,,Giá trị tài sản thuầnVND,771.505.949.790,771505949790.0,771505949790.0,False,False
GVR_financial_statements_2015_separate|table_9,GVR_financial_statements_2015_separate,GVR,2015,separate,VND,8,0,Nợ phải trả,Khoản mục,Nợ phải trả,,,False,False
