table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,0,0,"Nguyên liệu, vật liệu",column_1,"Nguyên liệu, vật liệu",,,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,0,1,"Nguyên liệu, vật liệu",Số cuối năm | VND | Giá gốc,45.029.380.779,45029380779.0,45029380779.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,0,2,"Nguyên liệu, vật liệu",Số cuối năm | VND | Dự phòng,(13.893.515.158),-13893515158.0,-13893515158.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,0,3,"Nguyên liệu, vật liệu",Số đầu năm | VND | Giá gốc,94.127.379.866,94127379866.0,94127379866.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,0,4,"Nguyên liệu, vật liệu",Số đầu năm | VND | Dự phòng,(14.908.344.799),-14908344799.0,-14908344799.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,1,0,"Công cụ, dụng cụ",column_1,"Công cụ, dụng cụ",,,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,1,1,"Công cụ, dụng cụ",Số cuối năm | VND | Giá gốc,4.048.843.920,4048843920.0,4048843920.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,1,2,"Công cụ, dụng cụ",Số cuối năm | VND | Dự phòng,(1.859.775.458),-1859775458.0,-1859775458.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,1,3,"Công cụ, dụng cụ",Số đầu năm | VND | Giá gốc,8.645.368.867,8645368867.0,8645368867.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,1,4,"Công cụ, dụng cụ",Số đầu năm | VND | Dự phòng,-,0.0,0.0,True,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,2,0,"Chi phí sản xuất, kinh doanh dở dang",column_1,"Chi phí sản xuất, kinh doanh dở dang",,,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,2,1,"Chi phí sản xuất, kinh doanh dở dang",Số cuối năm | VND | Giá gốc,1.432.822.693.003,1432822693003.0,1432822693003.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,2,2,"Chi phí sản xuất, kinh doanh dở dang",Số cuối năm | VND | Dự phòng,-,0.0,0.0,True,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,2,3,"Chi phí sản xuất, kinh doanh dở dang",Số đầu năm | VND | Giá gốc,1.782.665.452.192,1782665452192.0,1782665452192.0,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,2,4,"Chi phí sản xuất, kinh doanh dở dang",Số đầu năm | VND | Dự phòng,-,0.0,0.0,True,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,3,0,Trong đó:,column_1,Trong đó:,,,False,False
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,3,1,Trong đó:,Số cuối năm | VND | Giá gốc,,,,False,True
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,3,2,Trong đó:,Số cuối năm | VND | Dự phòng,,,,False,True
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,3,3,Trong đó:,Số đầu năm | VND | Giá gốc,,,,False,True
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,3,4,Trong đó:,Số đầu năm | VND | Dự phòng,,,,False,True
VGC_financial_statements_2025_separate|table_26,VGC_financial_statements_2025_separate,VGC,2025,separate,VND,4,0,"- Kính, sử, sen vòi, khác",column_1,"- Kính, sử, sen vòi, khác",,,False,False
