table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,VND,0,0,Tài sản,"Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | Tại ngày 31 tháng 12 năm 2016",Tài sản,,,False,False
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,VND,0,1,Tài sản,"Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | VNDVND",,,,False,True
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,USD,0,2,Tài sản,"Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | USDVND",,,,False,True
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,VND,0,3,Tài sản,"Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | VàngVND",,,,False,True
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,VND,0,4,Tài sản,"Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | EURVND",,,,False,True
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,VND,0,5,Tài sản,"Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | Tiền tệ khácVND",,,,False,True
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,VND,0,6,Tài sản,"Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | TổngVND",,,,False,True
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,VND,1,0,"Tiền mặt, vàng bạc, đá quý","Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | Tại ngày 31 tháng 12 năm 2016","Tiền mặt, vàng bạc, đá quý",,,False,False
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,VND,1,1,"Tiền mặt, vàng bạc, đá quý","Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | VNDVND",341.097.574.800,341097574800.0,341097574800.0,False,False
OCB_financial_statements_2017_separate|table_94,OCB_financial_statements_2017_separate,OCB,2017,separate,USD,1,2,"Tiền mặt, vàng bạc, đá quý","Ngân hàng Thương mại Cổ phần Phương ĐôngSố 41 và 45 Lê Duân, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2017 (tiếp theo) | USDVND",108.102.681.500,108102681500.0,108102681500.0,False,False
