table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,0,0,Các khoản phải thu,column_1,Các khoản phải thu,,,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,0,1,Các khoản phải thu,31/12/2016triệu đồng,2.758.795,2758795.0,2758795000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,0,2,Các khoản phải thu,31/12/2015triệu đồng,1.225.372,1225372.0,1225372000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,1,0,Các khoản phải thu nội bộ,column_1,Các khoản phải thu nội bộ,,,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,1,1,Các khoản phải thu nội bộ,31/12/2016triệu đồng,56.519,56519.0,56519000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,1,2,Các khoản phải thu nội bộ,31/12/2015triệu đồng,75.266,75266.0,75266000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,2,0,Các khoản phải thu bên ngoài,column_1,Các khoản phải thu bên ngoài,,,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,2,1,Các khoản phải thu bên ngoài,31/12/2016triệu đồng,2.702.276,2702276.0,2702276000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,2,2,Các khoản phải thu bên ngoài,31/12/2015triệu đồng,1.148.979,1148979.0,1148979000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,3,0,- Phải thu từ Ngân sách Nhà nước,column_1,- Phải thu từ Ngân sách Nhà nước,,,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,3,1,- Phải thu từ Ngân sách Nhà nước,31/12/2016triệu đồng,25.273,25273.0,25273000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,3,2,- Phải thu từ Ngân sách Nhà nước,31/12/2015triệu đồng,25.560,25560.0,25560000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,4,0,- Phải thu từ VAMC,column_1,- Phải thu từ VAMC,,,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,4,1,- Phải thu từ VAMC,31/12/2016triệu đồng,39.248,39248.0,39248000000.0,False,False
VIB_financial_statements_2016_separate|table_46,VIB_financial_statements_2016_separate,VIB,2016,separate,MILLION_VND,4,2,- Phải thu từ VAMC,31/12/2015triệu đồng,40.000,40000.0,40000000000.0,False,False
