table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,0,0,Thuế thu nhập doanh nghiệp,column_1,Thuế thu nhập doanh nghiệp,,,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,0,1,Thuế thu nhập doanh nghiệp,Số đầu nămVND,(8.917.172.011),-8917172011.0,-8917172011.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,0,2,Thuế thu nhập doanh nghiệp,Số phải nộp trong nămVND,38.599.316.827,38599316827.0,38599316827.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,0,3,Thuế thu nhập doanh nghiệp,Số đã thực nộp/bù trừtrong nămVND,27.752.631.825,27752631825.0,27752631825.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,0,4,Thuế thu nhập doanh nghiệp,Số cuối nămVND,1.929.512.991,1929512991.0,1929512991.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,1,0,Thuế thu nhập cá nhân,column_1,Thuế thu nhập cá nhân,,,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,1,1,Thuế thu nhập cá nhân,Số đầu nămVND,846.808.138,846808138.0,846808138.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,1,2,Thuế thu nhập cá nhân,Số phải nộp trong nămVND,6.543.928.391,6543928391.0,6543928391.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,1,3,Thuế thu nhập cá nhân,Số đã thực nộp/bù trừtrong nămVND,7.300.136.529,7300136529.0,7300136529.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,1,4,Thuế thu nhập cá nhân,Số cuối nămVND,90.600.000,90600000.0,90600000.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,2,0,Thuế tài nguyên,column_1,Thuế tài nguyên,,,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,2,1,Thuế tài nguyên,Số đầu nămVND,9.043.985.340,9043985340.0,9043985340.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,2,2,Thuế tài nguyên,Số phải nộp trong nămVND,103.367.892.420,103367892420.0,103367892420.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,2,3,Thuế tài nguyên,Số đã thực nộp/bù trừtrong nămVND,103.820.240.160,103820240160.0,103820240160.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,2,4,Thuế tài nguyên,Số cuối nămVND,8.591.637.600,8591637600.0,8591637600.0,False,False
HND_financial_statements_2025|table_16,HND_financial_statements_2025,HND,2025,unknown,VND,3,0,Thuế đất,column_1,Thuế đất,,,False,False
