table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,0,0,▪ Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Người bán là các bên liên quan,▪ Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,0,1,▪ Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,6.202.335.381,6202335381.0,6202335381.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,0,2,▪ Công ty Cổ phần Cảng dịch vụ Dầu khí Đình Vũ,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,15.850.750.680,15850750680.0,15850750680.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,1,0,▪ Công ty Cổ phần Logistics Cảng Đà Nẵng,Người bán là các bên liên quan,▪ Công ty Cổ phần Logistics Cảng Đà Nẵng,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,1,1,▪ Công ty Cổ phần Logistics Cảng Đà Nẵng,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,61.078.726,61078726.0,61078726.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,1,2,▪ Công ty Cổ phần Logistics Cảng Đà Nẵng,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,132.363.000,132363000.0,132363000.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,2,0,,Người bán là các bên liên quan,,,,False,True
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,2,1,,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,6.263.414.107,6263414107.0,6263414107.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,2,2,,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,15.983.113.680,15983113680.0,15983113680.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,3,0,Người bán là các bên thứ ba,Người bán là các bên liên quan,Người bán là các bên thứ ba,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,3,1,Người bán là các bên thứ ba,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,Người bán là các bên thứ ba,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,3,2,Người bán là các bên thứ ba,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,Người bán là các bên thứ ba,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,4,0,▪ Công ty Kocks Ardelt Kranbau GmbH,Người bán là các bên liên quan,▪ Công ty Kocks Ardelt Kranbau GmbH,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,4,1,▪ Công ty Kocks Ardelt Kranbau GmbH,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,-,0.0,0.0,True,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,4,2,▪ Công ty Kocks Ardelt Kranbau GmbH,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,87.421.877.784,87421877784.0,87421877784.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,5,0,▪ Công ty Cargotec Belgium NV,Người bán là các bên liên quan,▪ Công ty Cargotec Belgium NV,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,5,1,▪ Công ty Cargotec Belgium NV,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,-,0.0,0.0,True,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,5,2,▪ Công ty Cargotec Belgium NV,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,27.897.403.100,27897403100.0,27897403100.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,6,0,▪ Công ty Cổ phần Đầu tư và Xây dựng Công trình thủyCienco 1 - Hải Phòng,Người bán là các bên liên quan,▪ Công ty Cổ phần Đầu tư và Xây dựng Công trình thủyCienco 1 - Hải Phòng,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,6,1,▪ Công ty Cổ phần Đầu tư và Xây dựng Công trình thủyCienco 1 - Hải Phòng,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,1.384.022.919,1384022919.0,1384022919.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,6,2,▪ Công ty Cổ phần Đầu tư và Xây dựng Công trình thủyCienco 1 - Hải Phòng,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,11.867.951.627,11867951627.0,11867951627.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,7,0,▪ Công ty Cổ phần Cảng Nam Hải,Người bán là các bên liên quan,▪ Công ty Cổ phần Cảng Nam Hải,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,7,1,▪ Công ty Cổ phần Cảng Nam Hải,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,6.677.459.340,6677459340.0,6677459340.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,7,2,▪ Công ty Cổ phần Cảng Nam Hải,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,11.006.744.137,11006744137.0,11006744137.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,8,0,▪ Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,Người bán là các bên liên quan,▪ Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,8,1,▪ Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,857.018.250,857018250.0,857018250.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,8,2,▪ Công ty Cổ phần Dịch vụ Vận tải và Kho vận Hồng Quân,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,3.223.038.850,3223038850.0,3223038850.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,9,0,▪ Công ty TNHH Xây dựng và Trang trí Nội thất Thăng Long,Người bán là các bên liên quan,▪ Công ty TNHH Xây dựng và Trang trí Nội thất Thăng Long,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,9,1,▪ Công ty TNHH Xây dựng và Trang trí Nội thất Thăng Long,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,3.172.345.934,3172345934.0,3172345934.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,9,2,▪ Công ty TNHH Xây dựng và Trang trí Nội thất Thăng Long,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,6.792.148.719,6792148719.0,6792148719.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,10,0,▪ Công ty Cổ phần Xăng đầu Dầu khí PVOIL Hải Phòng,Người bán là các bên liên quan,▪ Công ty Cổ phần Xăng đầu Dầu khí PVOIL Hải Phòng,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,10,1,▪ Công ty Cổ phần Xăng đầu Dầu khí PVOIL Hải Phòng,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,3.412.305.570,3412305570.0,3412305570.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,10,2,▪ Công ty Cổ phần Xăng đầu Dầu khí PVOIL Hải Phòng,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,-,0.0,0.0,True,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,11,0,▪ Công ty Cổ phần Cảng Nam Hải Đình Vũ,Người bán là các bên liên quan,▪ Công ty Cổ phần Cảng Nam Hải Đình Vũ,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,11,1,▪ Công ty Cổ phần Cảng Nam Hải Đình Vũ,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,3.022.444.625,3022444625.0,3022444625.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,11,2,▪ Công ty Cổ phần Cảng Nam Hải Đình Vũ,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,-,0.0,0.0,True,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,12,0,▪ Công ty Cổ phần Greating Fortune Container Việt Nam,Người bán là các bên liên quan,▪ Công ty Cổ phần Greating Fortune Container Việt Nam,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,12,1,▪ Công ty Cổ phần Greating Fortune Container Việt Nam,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,2.313.688.745,2313688745.0,2313688745.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,12,2,▪ Công ty Cổ phần Greating Fortune Container Việt Nam,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,-,0.0,0.0,True,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,13,0,▪ Công ty Cổ phần Cảng Đà Nẵng,Người bán là các bên liên quan,▪ Công ty Cổ phần Cảng Đà Nẵng,,,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,13,1,▪ Công ty Cổ phần Cảng Đà Nẵng,Giá gốc và số có khả năng trả nợ | 31/12/2016VND | Người bán là các bên liên quan,2.126.370.777,2126370777.0,2126370777.0,False,False
VSC_financial_statements_2016_consolidated|table_25,VSC_financial_statements_2016_consolidated,VSC,2016,consolidated,VND,13,2,▪ Công ty Cổ phần Cảng Đà Nẵng,Giá gốc và số có khả năng trả nợ | 1/1/2016VND | Người bán là các bên liên quan,1.883.584.627,1883584627.0,1883584627.0,False,False
