table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,0,0,Tổng doanh thu,column_1,Tổng doanh thu,,,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,0,1,Tổng doanh thu,Mã số,01,1.0,1000000.0,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,0,2,Tổng doanh thu,Thuyết minh,28,28.0,28000000.0,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,0,3,Tổng doanh thu,2024Triệu VND,83.456.446,83456446.0,83456446000000.0,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,0,4,Tổng doanh thu,2023Triệu VND,78.516.999,78516999.0,78516999000000.0,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,1,0,Các khoản giảm trừ doanh thu,column_1,Các khoản giảm trừ doanh thu,,,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,1,1,Các khoản giảm trừ doanh thu,Mã số,02,2.0,2000000.0,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,1,2,Các khoản giảm trừ doanh thu,Thuyết minh,28,28.0,28000000.0,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,1,3,Các khoản giảm trừ doanh thu,2024Triệu VND,278.726,278726.0,278726000000.0,False,False
MSN_financial_statements_2024_consolidated|table_6,MSN_financial_statements_2024_consolidated,MSN,2024,consolidated,MILLION_VND,1,4,Các khoản giảm trừ doanh thu,2023Triệu VND,265.380,265380.0,265380000000.0,False,False
