table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,0,0,Lãi từ chuyển nhượng cổ phần,column_1,Lãi từ chuyển nhượng cổ phần,,,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,0,1,Lãi từ chuyển nhượng cổ phần,Năm 2023VND,214.317.746.459,214317746459.0,214317746459.0,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,0,2,Lãi từ chuyển nhượng cổ phần,Năm 2022VND,109.250.000.000,109250000000.0,109250000000.0,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,1,0,"Cổ tức, lợi nhuận được chia",column_1,"Cổ tức, lợi nhuận được chia",,,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,1,1,"Cổ tức, lợi nhuận được chia",Năm 2023VND,7.812.990.301,7812990301.0,7812990301.0,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,1,2,"Cổ tức, lợi nhuận được chia",Năm 2022VND,79.301.007.285,79301007285.0,79301007285.0,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,2,0,Lãi tiền gửi,column_1,Lãi tiền gửi,,,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,2,1,Lãi tiền gửi,Năm 2023VND,1.719.041.712,1719041712.0,1719041712.0,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,2,2,Lãi tiền gửi,Năm 2022VND,17.892.327.888,17892327888.0,17892327888.0,False,False
HPX_financial_statements_2023_separate|table_47,HPX_financial_statements_2023_separate,HPX,2023,separate,VND,3,0,Doanh thu tài chính khác,column_1,Doanh thu tài chính khác,,,False,False
