table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,0,0,"(2) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")","Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(2) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,0,1,"(2) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")","Trụ sở | Công ty con | Sekong, Lào","Attapeu, Lào",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,0,2,"(2) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")",Tình trạng hoạt động | Công ty con | Đang hoạt động,Đang hoạt động,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,0,3,"(2) Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu (""HA Attapeu"")","Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00","100,00",100.0,100.0,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,1,0,"(3) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")","Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(3) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,1,1,"(3) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")","Trụ sở | Công ty con | Sekong, Lào","Ratanakiri, Campuchia",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,1,2,"(3) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")",Tình trạng hoạt động | Công ty con | Đang hoạt động,Đang hoạt động,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,1,3,"(3) Công ty TNHH Hoàng Anh Rattanakiri (""HA Rattanakiri"")","Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00","100,00",100.0,100.0,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,2,0,"(4) Công ty TNHH Heng Brothers (""Heng Brothers"")","Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(4) Công ty TNHH Heng Brothers (""Heng Brothers"")",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,2,1,"(4) Công ty TNHH Heng Brothers (""Heng Brothers"")","Trụ sở | Công ty con | Sekong, Lào","Ratanakiri, Campuchia",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,2,2,"(4) Công ty TNHH Heng Brothers (""Heng Brothers"")",Tình trạng hoạt động | Công ty con | Đang hoạt động,Đang hoạt động,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,2,3,"(4) Công ty TNHH Heng Brothers (""Heng Brothers"")","Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00","100,00",100.0,100.0,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,3,0,"(5) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")","Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(5) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,3,1,"(5) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")","Trụ sở | Công ty con | Sekong, Lào","Ratanakiri, Campuchia",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,3,2,"(5) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")",Tình trạng hoạt động | Công ty con | Đang hoạt động,Đang hoạt động,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,3,3,"(5) Công ty TNHH MTV Hoàng Anh Oyadav (""HA Oyadav"")","Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00","100,00",100.0,100.0,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,4,0,"(6) Công ty TNHH CRD (""CRD"")","Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(6) Công ty TNHH CRD (""CRD"")",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,4,1,"(6) Công ty TNHH CRD (""CRD"")","Trụ sở | Công ty con | Sekong, Lào","Ratanakiri, Campuchia",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,4,2,"(6) Công ty TNHH CRD (""CRD"")",Tình trạng hoạt động | Công ty con | Đang hoạt động,Đang hoạt động,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,4,3,"(6) Công ty TNHH CRD (""CRD"")","Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00","100,00",100.0,100.0,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,5,0,"(7) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")","Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(7) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,5,1,"(7) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")","Trụ sở | Công ty con | Sekong, Lào","Gia Lai, Việt Nam",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,5,2,"(7) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")",Tình trạng hoạt động | Công ty con | Đang hoạt động,Đang hoạt động,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,5,3,"(7) Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai (""XNK HAGL"")","Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00","100,00",100.0,100.0,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,6,0,Công ty liên kết,"Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")",Công ty liên kết,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,6,1,Công ty liên kết,"Trụ sở | Công ty con | Sekong, Lào",Công ty liên kết,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,6,2,Công ty liên kết,Tình trạng hoạt động | Công ty con | Đang hoạt động,Công ty liên kết,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,6,3,Công ty liên kết,"Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00",Công ty liên kết,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,7,0,"(1) Công ty Cổ phần Cao su Bidiphar (""Bidiphar"")","Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")","(1) Công ty Cổ phần Cao su Bidiphar (""Bidiphar"")",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,7,1,"(1) Công ty Cổ phần Cao su Bidiphar (""Bidiphar"")","Trụ sở | Công ty con | Sekong, Lào","Bình Định, Việt Nam",,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,7,2,"(1) Công ty Cổ phần Cao su Bidiphar (""Bidiphar"")",Tình trạng hoạt động | Công ty con | Đang hoạt động,Đang hoạt động,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,7,3,"(1) Công ty Cổ phần Cao su Bidiphar (""Bidiphar"")","Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00","49,14",49.14,49.14,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,8,0,Chi nhánh hạch toán phụ thuộc,"Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")",Chi nhánh hạch toán phụ thuộc,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,8,1,Chi nhánh hạch toán phụ thuộc,"Trụ sở | Công ty con | Sekong, Lào",Chi nhánh hạch toán phụ thuộc,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,8,2,Chi nhánh hạch toán phụ thuộc,Tình trạng hoạt động | Công ty con | Đang hoạt động,Chi nhánh hạch toán phụ thuộc,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,8,3,Chi nhánh hạch toán phụ thuộc,"Tỷ lệ sở hữu và biểu quyết(%) | Công ty con | 100,00",Chi nhánh hạch toán phụ thuộc,,,False,False
HNG_financial_statements_2021_separate|table_11,HNG_financial_statements_2021_separate,HNG,2021,separate,PERCENT,9,0,(1) Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chi nhánh Chế biến Hoa Quả,"Tên công ty | Công ty con | (1) Công ty TNHH Công nghiệp và Nông nghiệp Cao su Hoàng Anh - Quang Minh (""HAQM Lào"")",(1) Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai - Chi nhánh Chế biến Hoa Quả,,,False,False
