table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,0,0,Công ty Cổ phần Cao su Trung Nguyên,Các bên liên quan | Phải trả ngắn hạn khác (Thuyết minh số 19) | Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Công ty Cổ phần Cao su Trung Nguyên,,,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,0,1,Công ty Cổ phần Cao su Trung Nguyên,Môi quan hệ | Phải trả ngắn hạn khác (Thuyết minh số 19) | Công ty con,Bên liên quan,,,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,0,2,Công ty Cổ phần Cao su Trung Nguyên,Giao dịch | Phải trả ngắn hạn khác (Thuyết minh số 19) | Vay mượn tạm Chi trả hộ,Vay mượn tạm,,,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,0,3,Công ty Cổ phần Cao su Trung Nguyên,Số cuối năm | Phải trả ngắn hạn khác (Thuyết minh số 19) | - 11.786.059,123.120.360,123120360.0,123120360.0,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,0,4,Công ty Cổ phần Cao su Trung Nguyên,Ngàn VND Số đầu năm | Phải trả ngắn hạn khác (Thuyết minh số 19) | 594.402.006 -,-,0.0,0.0,True,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,1,0,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Các bên liên quan | Phải trả ngắn hạn khác (Thuyết minh số 19) | Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,,,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,1,1,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Môi quan hệ | Phải trả ngắn hạn khác (Thuyết minh số 19) | Công ty con,Công ty con,,,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,1,2,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Giao dịch | Phải trả ngắn hạn khác (Thuyết minh số 19) | Vay mượn tạm Chi trả hộ,Chi trả hộ,,,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,1,3,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Số cuối năm | Phải trả ngắn hạn khác (Thuyết minh số 19) | - 11.786.059,2.065.085,2065085.0,2065085.0,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,1,4,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Ngàn VND Số đầu năm | Phải trả ngắn hạn khác (Thuyết minh số 19) | 594.402.006 -,-,0.0,0.0,True,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,2,0,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Các bên liên quan | Phải trả ngắn hạn khác (Thuyết minh số 19) | Công ty Cổ phần Xây dựng và Phát triển Nhà Hoàng Anh,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,,,False,False
HAG_financial_statements_2015_separate|table_66,HAG_financial_statements_2015_separate,HAG,2015,separate,VND,2,1,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Môi quan hệ | Phải trả ngắn hạn khác (Thuyết minh số 19) | Công ty con,Công ty con,,,False,False
