table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,0,0,Số dư đầu năm,column_1,Số dư đầu năm,,,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,0,1,Số dư đầu năm,Năm nay VND,1.656.750.770.246,1656750770246.0,1656750770246.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,0,2,Số dư đầu năm,Năm trước VND,1.718.781.687.006,1718781687006.0,1718781687006.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,1,0,Tăng trong năm,column_1,Tăng trong năm,,,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,1,1,Tăng trong năm,Năm nay VND,3.038.533.342.183,3038533342183.0,3038533342183.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,1,2,Tăng trong năm,Năm trước VND,65.785.631.877,65785631877.0,65785631877.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,2,0,Chuyển sang tài sản cố định hữu hình,column_1,Chuyển sang tài sản cố định hữu hình,,,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,2,1,Chuyển sang tài sản cố định hữu hình,Năm nay VND,(17.565.022.165),-17565022165.0,-17565022165.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,2,2,Chuyển sang tài sản cố định hữu hình,Năm trước VND,(36.890.500.656),-36890500656.0,-36890500656.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,3,0,Chuyển sang tài sản cố định vô hình,column_1,Chuyển sang tài sản cố định vô hình,,,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,3,1,Chuyển sang tài sản cố định vô hình,Năm nay VND,(25.158.284.949),-25158284949.0,-25158284949.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,3,2,Chuyển sang tài sản cố định vô hình,Năm trước VND,(10.416.896.151),-10416896151.0,-10416896151.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,4,0,Chuyển sang tài sản khác,column_1,Chuyển sang tài sản khác,,,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,4,1,Chuyển sang tài sản khác,Năm nay VND,(23.250.259.871),-23250259871.0,-23250259871.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,4,2,Chuyển sang tài sản khác,Năm trước VND,(25.509.151.830),-25509151830.0,-25509151830.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,5,0,Thanh lý hợp đồng mua sắm tài sản cố định,column_1,Thanh lý hợp đồng mua sắm tài sản cố định,,,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,5,1,Thanh lý hợp đồng mua sắm tài sản cố định,Năm nay VND,(1.600.000.000.000),-1600000000000.0,-1600000000000.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,5,2,Thanh lý hợp đồng mua sắm tài sản cố định,Năm trước VND,(55.000.000.000),-55000000000.0,-55000000000.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,6,0,Số dư cuối năm,column_1,Số dư cuối năm,,,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,6,1,Số dư cuối năm,Năm nay VND,3.029.310.545.444,3029310545444.0,3029310545444.0,False,False
OCB_financial_statements_2022_separate_1|table_59,OCB_financial_statements_2022_separate_1,OCB,2022,separate,VND,6,2,Số dư cuối năm,Năm trước VND,1.656.750.770.246,1656750770246.0,1656750770246.0,False,False
