table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,0,0,Chi phí bán hàng,column_1,Chi phí bán hàng,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,0,1,Chi phí bán hàng,Năm 2024VND,180.844.467.757,180844467757.0,180844467757.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,0,2,Chi phí bán hàng,Năm 2023VND,171.669.932.077,171669932077.0,171669932077.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,1,0,Chi phí nhân viên quản lý,column_1,Chi phí nhân viên quản lý,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,1,1,Chi phí nhân viên quản lý,Năm 2024VND,42.552.060.214,42552060214.0,42552060214.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,1,2,Chi phí nhân viên quản lý,Năm 2023VND,41.285.890.125,41285890125.0,41285890125.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,2,0,Chi phí vật liệu bao bi,column_1,Chi phí vật liệu bao bi,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,2,1,Chi phí vật liệu bao bi,Năm 2024VND,85.543.126.133,85543126133.0,85543126133.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,2,2,Chi phí vật liệu bao bi,Năm 2023VND,79.950.587.782,79950587782.0,79950587782.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,3,0,Chi phí đồ dùng văn phòng,column_1,Chi phí đồ dùng văn phòng,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,3,1,Chi phí đồ dùng văn phòng,Năm 2024VND,1.757.005.740,1757005740.0,1757005740.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,3,2,Chi phí đồ dùng văn phòng,Năm 2023VND,-,0.0,0.0,True,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,4,0,Chi phí khấu hao TSCĐ,column_1,Chi phí khấu hao TSCĐ,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,4,1,Chi phí khấu hao TSCĐ,Năm 2024VND,925.837.537,925837537.0,925837537.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,4,2,Chi phí khấu hao TSCĐ,Năm 2023VND,1.014.178.538,1014178538.0,1014178538.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,5,0,Chi phí dịch vụ mua ngoài,column_1,Chi phí dịch vụ mua ngoài,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,5,1,Chi phí dịch vụ mua ngoài,Năm 2024VND,29.499.910.817,29499910817.0,29499910817.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,5,2,Chi phí dịch vụ mua ngoài,Năm 2023VND,43.216.773.865,43216773865.0,43216773865.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,6,0,Chi phí bằng tiền khác,column_1,Chi phí bằng tiền khác,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,6,1,Chi phí bằng tiền khác,Năm 2024VND,20.566.527.316,20566527316.0,20566527316.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,6,2,Chi phí bằng tiền khác,Năm 2023VND,6.202.501.767,6202501767.0,6202501767.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,7,0,Chi phí quản lý doanh nghiệp,column_1,Chi phí quản lý doanh nghiệp,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,7,1,Chi phí quản lý doanh nghiệp,Năm 2024VND,90.701.525.971,90701525971.0,90701525971.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,7,2,Chi phí quản lý doanh nghiệp,Năm 2023VND,148.002.936.933,148002936933.0,148002936933.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,8,0,Chi phí nhân viên quản lý,column_1,Chi phí nhân viên quản lý,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,8,1,Chi phí nhân viên quản lý,Năm 2024VND,49.888.833.860,49888833860.0,49888833860.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,8,2,Chi phí nhân viên quản lý,Năm 2023VND,68.842.083.384,68842083384.0,68842083384.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,9,0,Chi phí vật liệu quản lý,column_1,Chi phí vật liệu quản lý,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,9,1,Chi phí vật liệu quản lý,Năm 2024VND,40.424.626,40424626.0,40424626.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,9,2,Chi phí vật liệu quản lý,Năm 2023VND,-,0.0,0.0,True,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,10,0,Chi phí đồ dùng văn phòng,column_1,Chi phí đồ dùng văn phòng,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,10,1,Chi phí đồ dùng văn phòng,Năm 2024VND,283.998.944,283998944.0,283998944.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,10,2,Chi phí đồ dùng văn phòng,Năm 2023VND,593.273.322,593273322.0,593273322.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,11,0,Chi phí khấu hao TSCĐ,column_1,Chi phí khấu hao TSCĐ,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,11,1,Chi phí khấu hao TSCĐ,Năm 2024VND,4.316.565.922,4316565922.0,4316565922.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,11,2,Chi phí khấu hao TSCĐ,Năm 2023VND,4.702.789.241,4702789241.0,4702789241.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,12,0,Thuế phí và lệ phí,column_1,Thuế phí và lệ phí,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,12,1,Thuế phí và lệ phí,Năm 2024VND,21.654.411.437,21654411437.0,21654411437.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,12,2,Thuế phí và lệ phí,Năm 2023VND,9.832.356.275,9832356275.0,9832356275.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,13,0,Chi phí dự phòng,column_1,Chi phí dự phòng,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,13,1,Chi phí dự phòng,Năm 2024VND,(36.043.331.838),-36043331838.0,-36043331838.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,13,2,Chi phí dự phòng,Năm 2023VND,16.103.425.891,16103425891.0,16103425891.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,14,0,Chi phí dịch vụ mua ngoài,column_1,Chi phí dịch vụ mua ngoài,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,14,1,Chi phí dịch vụ mua ngoài,Năm 2024VND,29.777.593.513,29777593513.0,29777593513.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,14,2,Chi phí dịch vụ mua ngoài,Năm 2023VND,27.073.135.482,27073135482.0,27073135482.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,15,0,Chi phí bằng tiền khác,column_1,Chi phí bằng tiền khác,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,15,1,Chi phí bằng tiền khác,Năm 2024VND,14.542.945.060,14542945060.0,14542945060.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,15,2,Chi phí bằng tiền khác,Năm 2023VND,7.120.434.360,7120434360.0,7120434360.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,16,0,Phân bổ Lợi thế thương mại,column_1,Phân bổ Lợi thế thương mại,,,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,16,1,Phân bổ Lợi thế thương mại,Năm 2024VND,6.240.084.447,6240084447.0,6240084447.0,False,False
OGC_financial_statements_2024_consolidated|table_49,OGC_financial_statements_2024_consolidated,OGC,2024,consolidated,VND,16,2,Phân bổ Lợi thế thương mại,Năm 2023VND,13.735.438.978,13735438978.0,13735438978.0,False,False
