table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,0,0,Tài sản ngắn hạn(100 = 110 + 120+ 130 + 140 + 150),TÀI SẢN,Tài sản ngắn hạn(100 = 110 + 120+ 130 + 140 + 150),,,False,False
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,0,1,Tài sản ngắn hạn(100 = 110 + 120+ 130 + 140 + 150),Mã số | TÀI SẢN,100,100.0,100.0,False,False
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,0,2,Tài sản ngắn hạn(100 = 110 + 120+ 130 + 140 + 150),Thuyết minh | TÀI SẢN,,,,False,True
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,0,3,Tài sản ngắn hạn(100 = 110 + 120+ 130 + 140 + 150),31/12/2016 VND | TÀI SẢN,2.372.908.985.259,2372908985259.0,2372908985259.0,False,False
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,0,4,Tài sản ngắn hạn(100 = 110 + 120+ 130 + 140 + 150),1/1/2016 VND | TÀI SẢN,2.334.603.881.326,2334603881326.0,2334603881326.0,False,False
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,1,0,Tiền và các khoản tương đương tiền,TÀI SẢN,Tiền và các khoản tương đương tiền,,,False,False
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,1,1,Tiền và các khoản tương đương tiền,Mã số | TÀI SẢN,110,110.0,110.0,False,False
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,1,2,Tiền và các khoản tương đương tiền,Thuyết minh | TÀI SẢN,4,4.0,4.0,False,False
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,1,3,Tiền và các khoản tương đương tiền,31/12/2016 VND | TÀI SẢN,57.625.548.166,57625548166.0,57625548166.0,False,False
DNH_financial_statements_2016_consolidated|table_2,DNH_financial_statements_2016_consolidated,DNH,2016,consolidated,VND,1,4,Tiền và các khoản tương đương tiền,1/1/2016 VND | TÀI SẢN,81.923.488.930,81923488930.0,81923488930.0,False,False
