table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,0,0,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Tên Công ty,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,0,1,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Số cuối năm | Số CP/phần vốn góp,80.857.223 CP,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,0,2,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Số cuối năm | Tỷ lệsở hữu trực tiếp,"41,07%",41.07,41.07,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,0,3,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Số đầu năm | Số CP/phần vốn góp,60.642.923 CP,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,0,4,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Số đầu năm | Tỷ lệsở hữu trực tiếp,"41,07%",41.07,41.07,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,1,0,Công ty Cổ phần Dược phẩm Cửu Long,Tên Công ty,Công ty Cổ phần Dược phẩm Cửu Long,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,1,1,Công ty Cổ phần Dược phẩm Cửu Long,Số cuối năm | Số CP/phần vốn góp,42.402.616 CP,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,1,2,Công ty Cổ phần Dược phẩm Cửu Long,Số cuối năm | Tỷ lệsở hữu trực tiếp,"58,05%",58.05,58.05,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,1,3,Công ty Cổ phần Dược phẩm Cửu Long,Số đầu năm | Số CP/phần vốn góp,42.402.616 CP,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,1,4,Công ty Cổ phần Dược phẩm Cửu Long,Số đầu năm | Tỷ lệsở hữu trực tiếp,"72,07%",72.07,72.07,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,2,0,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Tên Công ty,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,2,1,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Số cuối năm | Số CP/phần vốn góp,100 tỷ VND,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,2,2,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Số cuối năm | Tỷ lệsở hữu trực tiếp,100%,100.0,100.0,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,2,3,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Số đầu năm | Số CP/phần vốn góp,100 tỷ VND,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,2,4,Công ty TNHH Xuất nhập khẩu và Thương mại F.I.T Việt Nam,Số đầu năm | Tỷ lệsở hữu trực tiếp,100%,100.0,100.0,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,3,0,Công ty Cổ phần Đầu tư Bất động sản F.I.T,Tên Công ty,Công ty Cổ phần Đầu tư Bất động sản F.I.T,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,3,1,Công ty Cổ phần Đầu tư Bất động sản F.I.T,Số cuối năm | Số CP/phần vốn góp,96.490.499 CP,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,3,2,Công ty Cổ phần Đầu tư Bất động sản F.I.T,Số cuối năm | Tỷ lệsở hữu trực tiếp,"99,90%",99.9,99.9,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,3,3,Công ty Cổ phần Đầu tư Bất động sản F.I.T,Số đầu năm | Số CP/phần vốn góp,31.900.000 CP,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,3,4,Công ty Cổ phần Đầu tư Bất động sản F.I.T,Số đầu năm | Tỷ lệsở hữu trực tiếp,"99,69%",99.69,99.69,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,4,0,Công ty Cổ phần FIT Consumer,Tên Công ty,Công ty Cổ phần FIT Consumer,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,4,1,Công ty Cổ phần FIT Consumer,Số cuối năm | Số CP/phần vốn góp,23.761.000 CP,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,4,2,Công ty Cổ phần FIT Consumer,Số cuối năm | Tỷ lệsở hữu trực tiếp,"16,27%",16.27,16.27,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,4,3,Công ty Cổ phần FIT Consumer,Số đầu năm | Số CP/phần vốn góp,23.761.000 CP,,,False,False
FIT_financial_statements_2022_separate|table_22,FIT_financial_statements_2022_separate,FIT,2022,separate,UNKNOWN,4,4,Công ty Cổ phần FIT Consumer,Số đầu năm | Tỷ lệsở hữu trực tiếp,"18,28%",18.28,18.28,False,False
