table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,VND,0,0,Tiền mặt bằng VND,"Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 1. Tiền mặt, vàng bạc, đá quỹ",Tiền mặt bằng VND,,,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,VND,0,1,Tiền mặt bằng VND,Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 31/12/2019,193.314,193314.0,193314.0,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,0,2,Tiền mặt bằng VND,Đơn vị tính: Triệu đồng Việt Nam | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 01/01/2019,233.571,233571.0,233571000000.0,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,1,0,Tiền mặt bằng ngoại tệ,"Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 1. Tiền mặt, vàng bạc, đá quỹ",Tiền mặt bằng ngoại tệ,,,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,1,1,Tiền mặt bằng ngoại tệ,Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 31/12/2019,38.410,38410.0,38410000000.0,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,1,2,Tiền mặt bằng ngoại tệ,Đơn vị tính: Triệu đồng Việt Nam | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 01/01/2019,58.027,58027.0,58027000000.0,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,2,0,"Kim loại quỹ, đá quỹ khác","Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 1. Tiền mặt, vàng bạc, đá quỹ","Kim loại quỹ, đá quỹ khác",,,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,2,1,"Kim loại quỹ, đá quỹ khác",Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 31/12/2019,,,,False,True
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,2,2,"Kim loại quỹ, đá quỹ khác",Đơn vị tính: Triệu đồng Việt Nam | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 01/01/2019,,,,False,True
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,3,0,Tổng cộng,"Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 1. Tiền mặt, vàng bạc, đá quỹ",Tổng cộng,,,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,3,1,Tổng cộng,Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 31/12/2019,231.724,231724.0,231724000000.0,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,3,2,Tổng cộng,Đơn vị tính: Triệu đồng Việt Nam | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 01/01/2019,291.598,291598.0,291598000000.0,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,4,0,2. Tiền gửi tại Ngân hàng Nhà nước,"Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 1. Tiền mặt, vàng bạc, đá quỹ",2. Tiền gửi tại Ngân hàng Nhà nước,,,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,4,1,2. Tiền gửi tại Ngân hàng Nhà nước,Năm tài chính kết thúc ngày 31 tháng 12 năm 2019 | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 31/12/2019,31/12/2019,,,False,False
NVB_financial_statements_2019_consolidated|table_15,NVB_financial_statements_2019_consolidated,NVB,2019,consolidated,MILLION_VND,4,2,2. Tiền gửi tại Ngân hàng Nhà nước,Đơn vị tính: Triệu đồng Việt Nam | V. Thông tin bổ sung cho các khoản mục trình bày trong Bảng cân đối kế toán | 01/01/2019,01/01/2019,,,False,False
