table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,0,0,"Vốn góp cửa các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)",column_1,"Vốn góp cửa các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)",,,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,0,1,"Vốn góp cửa các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)",Số cuối năm,780.967.875.024,780967875024.0,780967875024.0,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,0,2,"Vốn góp cửa các hợp đồng hợp tác kinh doanh (""HĐHTKD"") (i)",VND Số đầu năm,995.146.493.163,995146493163.0,995146493163.0,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,1,0,- Công ty Cổ phần Vina Holdings,column_1,- Công ty Cổ phần Vina Holdings,,,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,1,1,- Công ty Cổ phần Vina Holdings,Số cuối năm,71.000.000.000,71000000000.0,71000000000.0,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,1,2,- Công ty Cổ phần Vina Holdings,VND Số đầu năm,175.000.000.000,175000000000.0,175000000000.0,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,2,0,- Công ty Cổ phần Bất động sản LinkGroup,column_1,- Công ty Cổ phần Bất động sản LinkGroup,,,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,2,1,- Công ty Cổ phần Bất động sản LinkGroup,Số cuối năm,23.025.188.000,23025188000.0,23025188000.0,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,2,2,- Công ty Cổ phần Bất động sản LinkGroup,VND Số đầu năm,23.025.188.000,23025188000.0,23025188000.0,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,3,0,- Công ty Cổ phần Địa ốc Sài Gòn,column_1,- Công ty Cổ phần Địa ốc Sài Gòn,,,False,False
DXG_financial_statements_2018_separate|table_16,DXG_financial_statements_2018_separate,DXG,2018,separate,VND,3,1,- Công ty Cổ phần Địa ốc Sài Gòn,Số cuối năm,-,0.0,0.0,True,False
