table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,0,0,Doanh thu thuần,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội",Doanh thu thuần,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,0,1,Doanh thu thuần,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội | Kinh doanh chuyển nhượng bất động sản",Doanh thu thuần,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,0,2,Doanh thu thuần,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội | Kinh doanh cho thuê bất động sản đầu tư và các dịch",Doanh thu thuần,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,0,3,Doanh thu thuần,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội | Kinh doanh dịch vụ khách sạn và các dịch vụ liên quan",Doanh thu thuần,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,0,4,Doanh thu thuần,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội | Hoạt động xây lắp",Doanh thu thuần,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,0,5,Doanh thu thuần,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội | Hoạt động kinh doanh khác",Doanh thu thuần,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,0,6,Doanh thu thuần,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội | Điều chính và loại trừ",Doanh thu thuần,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,0,7,Doanh thu thuần,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội | Đơn vị tính: VND Tổng cộng",Doanh thu thuần,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,1,0,Doanh thu thuần cho bên thứ ba,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội",Doanh thu thuần cho bên thứ ba,,,False,False
CEO_financial_statements_2024_consolidated|table_67,CEO_financial_statements_2024_consolidated,CEO,2024,consolidated,VND,1,1,Doanh thu thuần cho bên thứ ba,"NG TY CÓ PHẦN TẬP ĐOÀN C.E.O | chi: Tầng 5, Tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, quận Nam Từ Liêm, thành phố Hà Nội | Kinh doanh chuyển nhượng bất động sản",575.963.489.187,575963489187.0,575963489187.0,False,False
