table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,0,0,1. Lợi nhuận trước thuế,CHỈ TIÊU | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,1. Lợi nhuận trước thuế,,,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,0,1,1. Lợi nhuận trước thuế,Mã số | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,01,1.0,1.0,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,0,2,1. Lợi nhuận trước thuế,Thuyết minh | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,False,True
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,0,3,1. Lợi nhuận trước thuế,Năm 2025 | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,3.027.165.577.662,3027165577662.0,3027165577662.0,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,0,4,1. Lợi nhuận trước thuế,Năm 2024 | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,(2.555.664.274.349),-2555664274349.0,-2555664274349.0,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,1,0,2. Điều chính cho các khoản :,CHỈ TIÊU | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,2. Điều chính cho các khoản :,,,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,1,1,2. Điều chính cho các khoản :,Mã số | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,2. Điều chính cho các khoản :,,,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,1,2,2. Điều chính cho các khoản :,Thuyết minh | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,2. Điều chính cho các khoản :,,,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,1,3,2. Điều chính cho các khoản :,Năm 2025 | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,2. Điều chính cho các khoản :,,,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,1,4,2. Điều chính cho các khoản :,Năm 2024 | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,2. Điều chính cho các khoản :,,,False,False
NVL_financial_statements_2025_consolidated|table_12,NVL_financial_statements_2025_consolidated,NVL,2025,consolidated,UNKNOWN,2,0,"- Khấu hao tài sản cố định và bất động sản đầu tư, phân bổ lợi thế thương mại và lãi từ giao dịch mua rẻ",CHỈ TIÊU | I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,"- Khấu hao tài sản cố định và bất động sản đầu tư, phân bổ lợi thế thương mại và lãi từ giao dịch mua rẻ",,,False,False
