table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,0,0,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ,Ngân hàng | Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ,,,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,0,1,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ,Số cuối năm | 339.424.463.600 | 30.436.202.400,9.690.135.000,9690135000.0,9690135000.0,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,0,2,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ,"Lãi suất | 10,5%/năm","10,5%/năm",,,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,0,3,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ,"Kỳ hạn trả gốc và lãi | Gốc vay và lãi trả vào ngày 6 tháng 2 năm 2020. Lãi vay được trả vào ngày 25 cuối mỗi quý | Gốc trả 6 tháng một lần từ ngày 25 tháng 7 năm 2016, lãi vay trả vào ngày 25 cuối quý","Gốc trả 6 tháng một lần, lãi vay trả 3 tháng 1 lần kể từ ngày 27 tháng 2 năm 2017",,,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,0,4,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ,"Hình thức đảm bảo | Cơ sở hạ tầng và các tài sản khác gắn liền với đất, hình thành trong tương lai tại KCN Tráng Duệ II với diện tích là 214,02 ha. Tất cả khoản thu nhập, lợi tức, lợi ích, quyền tài sản phát sinh từ các giao dịch nhằm kinh doanh cơ sở hạ tầng, đất của Dự án, liên quan đến Quyền sử dụng đất và tài sản gắn liền với đất. | Nhà xưởng lô L tại khu công nghiệp Quế Võ, các tài sản khác gắn liền với đất hình thành trong tương lai tại lô L và các quyền tài sản phát sinh từ các hợp đồng kinh tế (hợp đồng cho thuê/bản nhà xưởng lô L).","Toàn bộ tài sản hình thành từ chi phí đầu tư mà Công ty đã đầu tư và sẽ đầu tư trong tương lai vào 100ha giai đoạn 1 KCN Nam Sơn – Hạp Lĩnh và các quyền tài sản phát sinh từ các hợp đồng kinh tế phát sinh từ các giao dịch nhằm kinh doanh CSHT, đất và tài sản gắn liền với đất của 100ha giai đoạn 1 KCN Nam Sơn – Hạp Lĩnh.",,,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,1,0,Ngân hàng TMCP Đại chúng Việt Nam,Ngân hàng | Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Khu công nghiệp Quế Võ,Ngân hàng TMCP Đại chúng Việt Nam,,,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,1,1,Ngân hàng TMCP Đại chúng Việt Nam,Số cuối năm | 339.424.463.600 | 30.436.202.400,320.000.000.000,320000000000.0,320000000000.0,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,1,2,Ngân hàng TMCP Đại chúng Việt Nam,"Lãi suất | 10,5%/năm","9,2%/năm",,,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,1,3,Ngân hàng TMCP Đại chúng Việt Nam,"Kỳ hạn trả gốc và lãi | Gốc vay và lãi trả vào ngày 6 tháng 2 năm 2020. Lãi vay được trả vào ngày 25 cuối mỗi quý | Gốc trả 6 tháng một lần từ ngày 25 tháng 7 năm 2016, lãi vay trả vào ngày 25 cuối quý",Ngày 31 tháng 12 năm 2017,,,False,False
KBC_financial_statements_2016_consolidated|table_36,KBC_financial_statements_2016_consolidated,KBC,2016,consolidated,PERCENT,1,4,Ngân hàng TMCP Đại chúng Việt Nam,"Hình thức đảm bảo | Cơ sở hạ tầng và các tài sản khác gắn liền với đất, hình thành trong tương lai tại KCN Tráng Duệ II với diện tích là 214,02 ha. Tất cả khoản thu nhập, lợi tức, lợi ích, quyền tài sản phát sinh từ các giao dịch nhằm kinh doanh cơ sở hạ tầng, đất của Dự án, liên quan đến Quyền sử dụng đất và tài sản gắn liền với đất. | Nhà xưởng lô L tại khu công nghiệp Quế Võ, các tài sản khác gắn liền với đất hình thành trong tương lai tại lô L và các quyền tài sản phát sinh từ các hợp đồng kinh tế (hợp đồng cho thuê/bản nhà xưởng lô L).",Giá trị tài sản hình thành trong tương lai của 120 ha Khu công nghiệp Quang Châu.,,,False,False
