table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,0,0,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,CHỈ TIÊU | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,,,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,0,1,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thuyết minh | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,V.13; VI.1,,,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,0,2,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,Năm nay | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,4.934.146,4934146.0,4934146000000.0,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,0,3,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,Năm trước | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,5.860.160,5860160.0,5860160000000.0,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,1,0,02. Chi phí lãi và các chi phí tương tự đã trả,CHỈ TIÊU | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,02. Chi phí lãi và các chi phí tương tự đã trả,,,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,1,1,02. Chi phí lãi và các chi phí tương tự đã trả,Thuyết minh | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,V.18; VI.2,,,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,1,2,02. Chi phí lãi và các chi phí tương tự đã trả,Năm nay | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,(3.225.183),-3225183.0,-3225183000000.0,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,1,3,02. Chi phí lãi và các chi phí tương tự đã trả,Năm trước | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,(3.508.722),-3508722.0,-3508722000000.0,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,2,0,03. Thu nhập hoạt động dịch vụ nhận được,CHỈ TIÊU | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,03. Thu nhập hoạt động dịch vụ nhận được,,,False,False
KLB_financial_statements_2022_consolidated|table_8,KLB_financial_statements_2022_consolidated,KLB,2022,consolidated,MILLION_VND,2,1,03. Thu nhập hoạt động dịch vụ nhận được,Thuyết minh | LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,VI.3,,,False,False
