table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,0,0,Đầu tư trực tiếp của Tập đoàn Bảo Việt,column_1,Đầu tư trực tiếp của Tập đoàn Bảo Việt,,,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,0,1,Đầu tư trực tiếp của Tập đoàn Bảo Việt,Số vốn góp VND,420.000.000.000,420000000000.0,420000000000.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,0,2,Đầu tư trực tiếp của Tập đoàn Bảo Việt,Tỷ lệ trên vốn điều lệ,42%,42.0,42.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,1,0,Đầu tư gián tiếp qua các Công ty con,column_1,Đầu tư gián tiếp qua các Công ty con,,,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,1,1,Đầu tư gián tiếp qua các Công ty con,Số vốn góp VND,,,,False,True
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,1,2,Đầu tư gián tiếp qua các Công ty con,Tỷ lệ trên vốn điều lệ,,,,False,True
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,2,0,- Bảo Việt Nhân thọ,column_1,- Bảo Việt Nhân thọ,,,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,2,1,- Bảo Việt Nhân thọ,Số vốn góp VND,350.000.000.000,350000000000.0,350000000000.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,2,2,- Bảo Việt Nhân thọ,Tỷ lệ trên vốn điều lệ,35%,35.0,35.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,3,0,- Bảo hiểm Bảo Việt,column_1,- Bảo hiểm Bảo Việt,,,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,3,1,- Bảo hiểm Bảo Việt,Số vốn góp VND,150.000.000.000,150000000000.0,150000000000.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,3,2,- Bảo hiểm Bảo Việt,Tỷ lệ trên vốn điều lệ,15%,15.0,15.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,4,0,- BVSC,column_1,- BVSC,,,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,4,1,- BVSC,Số vốn góp VND,80.000.000.000,80000000000.0,80000000000.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,4,2,- BVSC,Tỷ lệ trên vốn điều lệ,8%,8.0,8.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,5,0,,column_1,,,,False,True
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,5,1,,Số vốn góp VND,1.000.000.000.000,1000000000000.0,1000000000000.0,False,False
BVH_financial_statements_2019_separate|table_15,BVH_financial_statements_2019_separate,BVH,2019,separate,VND,5,2,,Tỷ lệ trên vốn điều lệ,100%,100.0,100.0,False,False
