table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,0,0,1.,CHỈ TIÊU | III. Lưu chuyển tiền từ hoạt động tài chính,1.,,,False,False
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,0,1,1.,CHỈ TIÊU | III. Lưu chuyển tiền từ hoạt động tài chính__2,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,False,False
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,0,2,1.,Mã số | III. Lưu chuyển tiền từ hoạt động tài chính,31,31.0,31.0,False,False
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,0,3,1.,Thuyết minh | III. Lưu chuyển tiền từ hoạt động tài chính,,,,False,True
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,0,4,1.,Năm nay | III. Lưu chuyển tiền từ hoạt động tài chính,1.757.736.160.000,1757736160000.0,1757736160000.0,False,False
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,0,5,1.,Năm trước | III. Lưu chuyển tiền từ hoạt động tài chính,-,0.0,0.0,True,False
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,1,0,2.,CHỈ TIÊU | III. Lưu chuyển tiền từ hoạt động tài chính,2.,,,False,False
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,1,1,2.,CHỈ TIÊU | III. Lưu chuyển tiền từ hoạt động tài chính__2,Tiền thu từ đi vay,,,False,False
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,1,2,2.,Mã số | III. Lưu chuyển tiền từ hoạt động tài chính,33,33.0,33.0,False,False
HUT_financial_statements_2025_separate|table_8,HUT_financial_statements_2025_separate,HUT,2025,separate,VND,1,3,2.,Thuyết minh | III. Lưu chuyển tiền từ hoạt động tài chính,VII.1,,,False,False
