table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,USD,0,0,Đô la Mỹ (USD),column_1,Đô la Mỹ (USD),,,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,0,1,Đô la Mỹ (USD),Công nợ | Số cuối nămVND,1.971.391.027.060,1971391027060.0,1971391027060.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,0,2,Đô la Mỹ (USD),Công nợ | Số đầu nămVND,2.339.124.953.902,2339124953902.0,2339124953902.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,0,3,Đô la Mỹ (USD),Tài sản | Số cuối nămVND,860.476.931.109,860476931109.0,860476931109.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,0,4,Đô la Mỹ (USD),Tài sản | Số đầu nămVND,789.662.100.983,789662100983.0,789662100983.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,1,0,Euro (EUR),column_1,Euro (EUR),,,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,1,1,Euro (EUR),Công nợ | Số cuối nămVND,68.492.481.932,68492481932.0,68492481932.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,1,2,Euro (EUR),Công nợ | Số đầu nămVND,38.814.271.024,38814271024.0,38814271024.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,1,3,Euro (EUR),Tài sản | Số cuối nămVND,207.023.726.267,207023726267.0,207023726267.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,1,4,Euro (EUR),Tài sản | Số đầu nămVND,150.543.970.827,150543970827.0,150543970827.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,2,0,Yên Nhật (JPY),column_1,Yên Nhật (JPY),,,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,2,1,Yên Nhật (JPY),Công nợ | Số cuối nămVND,423.062.639.575,423062639575.0,423062639575.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,2,2,Yên Nhật (JPY),Công nợ | Số đầu nămVND,193.303.306.462,193303306462.0,193303306462.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,2,3,Yên Nhật (JPY),Tài sản | Số cuối nămVND,940.414.984.796,940414984796.0,940414984796.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,2,4,Yên Nhật (JPY),Tài sản | Số đầu nămVND,534.644.564.219,534644564219.0,534644564219.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,3,0,Đô la Singapore (SGD),column_1,Đô la Singapore (SGD),,,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,3,1,Đô la Singapore (SGD),Công nợ | Số cuối nămVND,81.015.737.069,81015737069.0,81015737069.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,3,2,Đô la Singapore (SGD),Công nợ | Số đầu nămVND,64.481.616.969,64481616969.0,64481616969.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,3,3,Đô la Singapore (SGD),Tài sản | Số cuối nămVND,168.269.166.723,168269166723.0,168269166723.0,False,False
FPT_financial_statements_2016_consolidated|table_54,FPT_financial_statements_2016_consolidated,FPT,2016,consolidated,VND,3,4,Đô la Singapore (SGD),Tài sản | Số đầu nămVND,141.440.485.866,141440485866.0,141440485866.0,False,False
