table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,0,0,Tiền gửi tại NHNN Việt Nam,column_1,Tiền gửi tại NHNN Việt Nam,,,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,0,1,Tiền gửi tại NHNN Việt Nam,31/12/2015triệu VND,2.368.278,2368278.0,2368278000000.0,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,0,2,Tiền gửi tại NHNN Việt Nam,31/12/2014triệu VND,3.103.451,3103451.0,3103451000000.0,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,1,0,Tiền gửi tại Ngân hàng Quốc gia Campuchia,column_1,Tiền gửi tại Ngân hàng Quốc gia Campuchia,,,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,1,1,Tiền gửi tại Ngân hàng Quốc gia Campuchia,31/12/2015triệu VND,637.167,637167.0,637167000000.0,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,1,2,Tiền gửi tại Ngân hàng Quốc gia Campuchia,31/12/2014triệu VND,191.138,191138.0,191138000000.0,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,2,0,Tiền gửi tại Ngân hàng Trung ương Lào,column_1,Tiền gửi tại Ngân hàng Trung ương Lào,,,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,2,1,Tiền gửi tại Ngân hàng Trung ương Lào,31/12/2015triệu VND,1.357.073,1357073.0,1357073000000.0,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,2,2,Tiền gửi tại Ngân hàng Trung ương Lào,31/12/2014triệu VND,51.460,51460.0,51460000000.0,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,3,0,,column_1,,,,False,True
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,3,1,,31/12/2015triệu VND,4.362.518,4362518.0,4362518000000.0,False,False
SHB_financial_statements_2015_separate|table_23,SHB_financial_statements_2015_separate,SHB,2015,separate,MILLION_VND,3,2,,31/12/2014triệu VND,3.346.049,3346049.0,3346049000000.0,False,False
