table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,0,0,"Công ty Cổ phần Bắt Động Sản Nguyên Sơn (""Nguyễn Sơn"")",Công ty | Công ty con | Công ty Cổ phần Nam Long VCD,"Công ty Cổ phần Bắt Động Sản Nguyên Sơn (""Nguyễn Sơn"")",,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,0,1,"Công ty Cổ phần Bắt Động Sản Nguyên Sơn (""Nguyễn Sơn"")",Địa điểm | Công ty con | Tỉnh Long An,"Tp. Hồ Chí Minh (""TPHCM"")",,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,0,2,"Công ty Cổ phần Bắt Động Sản Nguyên Sơn (""Nguyễn Sơn"")",Ngành nghề kinh doanh | Công ty con | Xây dựng và bắt động sản,Bắt động sản,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,0,3,"Công ty Cổ phần Bắt Động Sản Nguyên Sơn (""Nguyễn Sơn"")","Tỷ lệ sở hữu và biểu quyết (%) | Công ty con | 99,92","87,33",87.33,87.33,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,1,0,Công ty Cổ phần Đầu tư Nam Phan,Công ty | Công ty con | Công ty Cổ phần Nam Long VCD,Công ty Cổ phần Đầu tư Nam Phan,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,1,1,Công ty Cổ phần Đầu tư Nam Phan,Địa điểm | Công ty con | Tỉnh Long An,TPHCM,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,1,2,Công ty Cổ phần Đầu tư Nam Phan,Ngành nghề kinh doanh | Công ty con | Xây dựng và bắt động sản,Bắt động sản,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,1,3,Công ty Cổ phần Đầu tư Nam Phan,"Tỷ lệ sở hữu và biểu quyết (%) | Công ty con | 99,92",100,100.0,100.0,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,2,0,Công ty TNHH Paragon Đại Phước,Công ty | Công ty con | Công ty Cổ phần Nam Long VCD,Công ty TNHH Paragon Đại Phước,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,2,1,Công ty TNHH Paragon Đại Phước,Địa điểm | Công ty con | Tỉnh Long An,TPHCM,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,2,2,Công ty TNHH Paragon Đại Phước,Ngành nghề kinh doanh | Công ty con | Xây dựng và bắt động sản,Bắt động sản,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,2,3,Công ty TNHH Paragon Đại Phước,"Tỷ lệ sở hữu và biểu quyết (%) | Công ty con | 99,92",100,100.0,100.0,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,3,0,Công ty TNHH Phát triển Cần hộ Nam Long,Công ty | Công ty con | Công ty Cổ phần Nam Long VCD,Công ty TNHH Phát triển Cần hộ Nam Long,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,3,1,Công ty TNHH Phát triển Cần hộ Nam Long,Địa điểm | Công ty con | Tỉnh Long An,TPHCM,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,3,2,Công ty TNHH Phát triển Cần hộ Nam Long,Ngành nghề kinh doanh | Công ty con | Xây dựng và bắt động sản,Xây dựng và bắt động sản,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,3,3,Công ty TNHH Phát triển Cần hộ Nam Long,"Tỷ lệ sở hữu và biểu quyết (%) | Công ty con | 99,92",100,100.0,100.0,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,4,0,Công ty Cổ phần Nam Long - Hồng Phát,Công ty | Công ty con | Công ty Cổ phần Nam Long VCD,Công ty Cổ phần Nam Long - Hồng Phát,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,4,1,Công ty Cổ phần Nam Long - Hồng Phát,Địa điểm | Công ty con | Tỉnh Long An,Tp. Cần Thơ,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,4,2,Công ty Cổ phần Nam Long - Hồng Phát,Ngành nghề kinh doanh | Công ty con | Xây dựng và bắt động sản,Xây dựng và bắt động sản,,,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,4,3,Công ty Cổ phần Nam Long - Hồng Phát,"Tỷ lệ sở hữu và biểu quyết (%) | Công ty con | 99,92","99,98",99.98,99.98,False,False
NLG_financial_statements_2021_separate|table_11,NLG_financial_statements_2021_separate,NLG,2021,separate,PERCENT,5,0,Công ty Cổ phần NLG – NNR – HR – Fuji (*),Công ty | Công ty con | Công ty Cổ phần Nam Long VCD,Công ty Cổ phần NLG – NNR – HR – Fuji (*),,,False,False
