table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,0,0,a) Vay ngắn hạn,column_1,a) Vay ngắn hạn,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,0,1,a) Vay ngắn hạn,01/01/2018 | Giá trị | VND,a) Vay ngắn hạn,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,0,2,a) Vay ngắn hạn,01/01/2018 | Số có khả năng trả | VND,a) Vay ngắn hạn,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,0,3,a) Vay ngắn hạn,Trong năm | Tăng | VND,a) Vay ngắn hạn,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,0,4,a) Vay ngắn hạn,Trong năm | Giảm | VND,a) Vay ngắn hạn,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,0,5,a) Vay ngắn hạn,31/12/2018 | Giá trị | VND,a) Vay ngắn hạn,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,0,6,a) Vay ngắn hạn,31/12/2018 | Số có khả năng trả nợ | VND,a) Vay ngắn hạn,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,1,0,- Vay ngắn hạn,column_1,- Vay ngắn hạn,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,1,1,- Vay ngắn hạn,01/01/2018 | Giá trị | VND,113.520.600.000,113520600000.0,113520600000.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,1,2,- Vay ngắn hạn,01/01/2018 | Số có khả năng trả | VND,113.520.600.000,113520600000.0,113520600000.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,1,3,- Vay ngắn hạn,Trong năm | Tăng | VND,935.965.764.880,935965764880.0,935965764880.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,1,4,- Vay ngắn hạn,Trong năm | Giảm | VND,621.168.679.395,621168679395.0,621168679395.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,1,5,- Vay ngắn hạn,31/12/2018 | Giá trị | VND,428.317.685.485,428317685485.0,428317685485.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,1,6,- Vay ngắn hạn,31/12/2018 | Số có khả năng trả nợ | VND,428.317.685.485,428317685485.0,428317685485.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,2,0,- Vay và nợ dài hạn đến hạn trả,column_1,- Vay và nợ dài hạn đến hạn trả,,,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,2,1,- Vay và nợ dài hạn đến hạn trả,01/01/2018 | Giá trị | VND,21.616.931.034,21616931034.0,21616931034.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,2,2,- Vay và nợ dài hạn đến hạn trả,01/01/2018 | Số có khả năng trả | VND,21.616.931.034,21616931034.0,21616931034.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,2,3,- Vay và nợ dài hạn đến hạn trả,Trong năm | Tăng | VND,155.926.047.679,155926047679.0,155926047679.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,2,4,- Vay và nợ dài hạn đến hạn trả,Trong năm | Giảm | VND,177.542.978.713,177542978713.0,177542978713.0,False,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,2,5,- Vay và nợ dài hạn đến hạn trả,31/12/2018 | Giá trị | VND,-,0.0,0.0,True,False
PC1_financial_statements_2018_separate|table_27,PC1_financial_statements_2018_separate,PC1,2018,separate,VND,2,6,- Vay và nợ dài hạn đến hạn trả,31/12/2018 | Số có khả năng trả nợ | VND,-,0.0,0.0,True,False
