table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,VND,0,0,,"23.4 Thông tin chỉ tiết về trái phiếu phát hành Đơn vị tư vấn và bảo lãnh phát hành | Công ty cổ phần Chứng khoán VNDirect | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",,,,False,True
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,0,1,,"Số cuối năm | 477.565.114.155 | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",,,,False,True
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,0,2,,"Kỳ hạn trả gốc, lãi | Kỳ hạn: 3 năm. Tiền gốc và lãi trái phiếu và tiền lãi được trả một lần vào cuối kỳ hạn trái phiếu | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",,,,False,True
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,0,3,,"Lãi suất | Lãi suất năm đầu cố định 10,5%/năm; các năm tiếp theo lãi suất thả nổi biên độ dao động 4% nhưng không thấp hơn 10,5%/năm | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",,,,False,True
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,0,4,,"Mục đích phát hành | Tái cơ cấu nợ | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Số cuối năm,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,0,5,,"Tài sản đảm bảo | Một phần cổ phần phổ thông của Công ty con được nắm giữ bởi Công ty | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Số đầu năm,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,0,6,,"Bảo lãnh thanh toán | Trái phiếu được cam kết bảo lãnh thanh toán bởi một Công ty con của Công ty. | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Số đầu năm,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,VND,1,0,Tiền và các khoản tương đương tiền,"23.4 Thông tin chỉ tiết về trái phiếu phát hành Đơn vị tư vấn và bảo lãnh phát hành | Công ty cổ phần Chứng khoán VNDirect | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Tiền và các khoản tương đương tiền,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,1,1,Tiền và các khoản tương đương tiền,"Số cuối năm | 477.565.114.155 | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Tiền và các khoản tương đương tiền,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,1,2,Tiền và các khoản tương đương tiền,"Kỳ hạn trả gốc, lãi | Kỳ hạn: 3 năm. Tiền gốc và lãi trái phiếu và tiền lãi được trả một lần vào cuối kỳ hạn trái phiếu | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Tiền và các khoản tương đương tiền,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,1,3,Tiền và các khoản tương đương tiền,"Lãi suất | Lãi suất năm đầu cố định 10,5%/năm; các năm tiếp theo lãi suất thả nổi biên độ dao động 4% nhưng không thấp hơn 10,5%/năm | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Tiền và các khoản tương đương tiền,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,1,4,Tiền và các khoản tương đương tiền,"Mục đích phát hành | Tái cơ cấu nợ | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",180.201.820.419,180201820419.0,180201820419.0,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,1,5,Tiền và các khoản tương đương tiền,"Tài sản đảm bảo | Một phần cổ phần phổ thông của Công ty con được nắm giữ bởi Công ty | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",22.885.000.000,22885000000.0,22885000000.0,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,1,6,Tiền và các khoản tương đương tiền,"Bảo lãnh thanh toán | Trái phiếu được cam kết bảo lãnh thanh toán bởi một Công ty con của Công ty. | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",22.885.000.000,22885000000.0,22885000000.0,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,VND,2,0,Phải thu khách hàng,"23.4 Thông tin chỉ tiết về trái phiếu phát hành Đơn vị tư vấn và bảo lãnh phát hành | Công ty cổ phần Chứng khoán VNDirect | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Phải thu khách hàng,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,2,1,Phải thu khách hàng,"Số cuối năm | 477.565.114.155 | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Phải thu khách hàng,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,2,2,Phải thu khách hàng,"Kỳ hạn trả gốc, lãi | Kỳ hạn: 3 năm. Tiền gốc và lãi trái phiếu và tiền lãi được trả một lần vào cuối kỳ hạn trái phiếu | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Phải thu khách hàng,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,2,3,Phải thu khách hàng,"Lãi suất | Lãi suất năm đầu cố định 10,5%/năm; các năm tiếp theo lãi suất thả nổi biên độ dao động 4% nhưng không thấp hơn 10,5%/năm | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Phải thu khách hàng,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,2,4,Phải thu khách hàng,"Mục đích phát hành | Tái cơ cấu nợ | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",297.361.264.820,297361264820.0,297361264820.0,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,2,5,Phải thu khách hàng,"Tài sản đảm bảo | Một phần cổ phần phổ thông của Công ty con được nắm giữ bởi Công ty | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",279.323.546.468,279323546468.0,279323546468.0,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,2,6,Phải thu khách hàng,"Bảo lãnh thanh toán | Trái phiếu được cam kết bảo lãnh thanh toán bởi một Công ty con của Công ty. | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",279.323.546.468,279323546468.0,279323546468.0,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,VND,3,0,Hàng tồn kho,"23.4 Thông tin chỉ tiết về trái phiếu phát hành Đơn vị tư vấn và bảo lãnh phát hành | Công ty cổ phần Chứng khoán VNDirect | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Hàng tồn kho,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,3,1,Hàng tồn kho,"Số cuối năm | 477.565.114.155 | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Hàng tồn kho,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,3,2,Hàng tồn kho,"Kỳ hạn trả gốc, lãi | Kỳ hạn: 3 năm. Tiền gốc và lãi trái phiếu và tiền lãi được trả một lần vào cuối kỳ hạn trái phiếu | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Hàng tồn kho,,,False,False
HUT_financial_statements_2024_separate|table_53,HUT_financial_statements_2024_separate,HUT,2024,separate,PERCENT,3,3,Hàng tồn kho,"Lãi suất | Lãi suất năm đầu cố định 10,5%/năm; các năm tiếp theo lãi suất thả nổi biên độ dao động 4% nhưng không thấp hơn 10,5%/năm | 23.5 Thông tin chỉ tiết về giá trị tài sản dùng đảm bảo khoản vay ngắn hạn, dài hạn như sau: Khoản mục đảm bảo vay ngắn hạn, dài hạn",Hàng tồn kho,,,False,False
