table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,0,Dabaco Breeding Chicken Company Limited,Related parties,Dabaco Breeding Chicken Company Limited,,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,1,Dabaco Breeding Chicken Company Limited,Relationship,Subsidiary,,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,2,Dabaco Breeding Chicken Company Limited,Sales,"116,510,573,750",,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,3,Dabaco Breeding Chicken Company Limited,Purchase of materials and services,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,4,Dabaco Breeding Chicken Company Limited,Allocation of asset usage costs,"31,234,272,928",,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,5,Dabaco Breeding Chicken Company Limited,Allocation of interest expenses,"11,624,995",,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,6,Dabaco Breeding Chicken Company Limited,Interest expenses,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,7,Dabaco Breeding Chicken Company Limited,Capital contribution,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,0,8,Dabaco Breeding Chicken Company Limited,Profit distribution,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,0,Dabaco Nuclear Breeding Pig Company,Related parties,Dabaco Nuclear Breeding Pig Company,,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,1,Dabaco Nuclear Breeding Pig Company,Relationship,Subsidiary,,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,2,Dabaco Nuclear Breeding Pig Company,Sales,"262,845,408,828",,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,3,Dabaco Nuclear Breeding Pig Company,Purchase of materials and services,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,4,Dabaco Nuclear Breeding Pig Company,Allocation of asset usage costs,"403,749,996",,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,5,Dabaco Nuclear Breeding Pig Company,Allocation of interest expenses,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,6,Dabaco Nuclear Breeding Pig Company,Interest expenses,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,7,Dabaco Nuclear Breeding Pig Company,Capital contribution,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,1,8,Dabaco Nuclear Breeding Pig Company,Profit distribution,-,0.0,0.0,True,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,2,0,Lac Ve Breeding Pig Company Limited,Related parties,Lac Ve Breeding Pig Company Limited,,,False,False
DBC_financial_statements_2024_separate|table_127,DBC_financial_statements_2024_separate,DBC,2024,separate,UNKNOWN,2,1,Lac Ve Breeding Pig Company Limited,Relationship,Subsidiary,,,False,False
