table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,0,0,Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Bên liên quan | Công ty Cổ phần Nông Lâm Công Nghiệp Trường An,Công ty TNHH Kỹ nghệ Gỗ Trường Thành,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,0,1,Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Mối quan hệ | Công ty con,Công ty con,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,0,2,Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Nội dung nghiệp vụ | Lãi cho vayMua nguyên liệu,Trả hộ,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,0,3,Công ty TNHH Kỹ nghệ Gỗ Trường Thành,Năm nay | 608.333.336-,-,0.0,0.0,True,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,0,4,Công ty TNHH Kỹ nghệ Gỗ Trường Thành,VNDNăm trước | 610.000.002155.500.000,483.878.028,483878028.0,483878028.0,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,1,0,Công ty Cổ phần Bao bì Trường Thành,Bên liên quan | Công ty Cổ phần Nông Lâm Công Nghiệp Trường An,Công ty Cổ phần Bao bì Trường Thành,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,1,1,Công ty Cổ phần Bao bì Trường Thành,Mối quan hệ | Công ty con,Công ty liên kết,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,1,2,Công ty Cổ phần Bao bì Trường Thành,Nội dung nghiệp vụ | Lãi cho vayMua nguyên liệu,Mua nguyên liệuBán hàng hóa,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,1,3,Công ty Cổ phần Bao bì Trường Thành,Năm nay | 608.333.336-,179.048.173-,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,1,4,Công ty Cổ phần Bao bì Trường Thành,VNDNăm trước | 610.000.002155.500.000,5.557.444.809523.518.816,5.557444809523518e+18,5.557444809523518e+18,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,2,0,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Bên liên quan | Công ty Cổ phần Nông Lâm Công Nghiệp Trường An,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,2,1,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Mối quan hệ | Công ty con,Công ty liên kết,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,2,2,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Nội dung nghiệp vụ | Lãi cho vayMua nguyên liệu,Cho vayLãi cho vayTrả hộMua nguyên liệu,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,2,3,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,Năm nay | 608.333.336-,5.726.832.500925.129.590-,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,2,4,Công ty Cổ phần Nông Lâm nghiệp Trường Thành,VNDNăm trước | 610.000.002155.500.000,4.755.427.76576.970.062114.512.000492.074.000,4.7554277657697e+35,4.7554277657697e+35,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,3,0,Công ty TNHH Trồng rừng Trường Thành OJI,Bên liên quan | Công ty Cổ phần Nông Lâm Công Nghiệp Trường An,Công ty TNHH Trồng rừng Trường Thành OJI,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,3,1,Công ty TNHH Trồng rừng Trường Thành OJI,Mối quan hệ | Công ty con,Công ty liên doanh,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,3,2,Công ty TNHH Trồng rừng Trường Thành OJI,Nội dung nghiệp vụ | Lãi cho vayMua nguyên liệu,Cho vayLãi cho vay,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,3,3,Công ty TNHH Trồng rừng Trường Thành OJI,Năm nay | 608.333.336-,3.060.000.0002.315.511.286,3.060000000231551e+19,3.060000000231551e+19,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,3,4,Công ty TNHH Trồng rừng Trường Thành OJI,VNDNăm trước | 610.000.002155.500.000,4.186.711.0721.870.791.331,4.186711072187079e+19,4.186711072187079e+19,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,4,0,Công ty Cổ phần Phú Hữu Gia,Bên liên quan | Công ty Cổ phần Nông Lâm Công Nghiệp Trường An,Công ty Cổ phần Phú Hữu Gia,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,4,1,Công ty Cổ phần Phú Hữu Gia,Mối quan hệ | Công ty con,Công ty liên kết,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,4,2,Công ty Cổ phần Phú Hữu Gia,Nội dung nghiệp vụ | Lãi cho vayMua nguyên liệu,Trả lãiCho vayTrả nợ gốc,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,4,3,Công ty Cổ phần Phú Hữu Gia,Năm nay | 608.333.336-,664.574.237100.000.000-,,,False,False
TTF_financial_statements_2017_separate|table_61,TTF_financial_statements_2017_separate,TTF,2017,separate,VND,4,4,Công ty Cổ phần Phú Hữu Gia,VNDNăm trước | 610.000.002155.500.000,-32.455.205.020,-32455205020.0,-32455205020.0,False,False
