table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,0,0,Lãi tiền gửi,column_1,Lãi tiền gửi,,,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,0,1,Lãi tiền gửi,2015Triệu VND,7.508.188,7508188.0,7508188000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,0,2,Lãi tiền gửi,2014Triệu VND,8.420.876,8420876.0,8420876000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,1,0,Lãi tiền vay,column_1,Lãi tiền vay,,,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,1,1,Lãi tiền vay,2015Triệu VND,90.450,90450.0,90450000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,1,2,Lãi tiền vay,2014Triệu VND,125.019,125019.0,125019000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,2,0,Lãi trái phiếu,column_1,Lãi trái phiếu,,,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,2,1,Lãi trái phiếu,2015Triệu VND,377.281,377281.0,377281000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,2,2,Lãi trái phiếu,2014Triệu VND,375.000,375000.0,375000000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,3,0,Chi phí khác từ hoạt động tín dụng,column_1,Chi phí khác từ hoạt động tín dụng,,,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,3,1,Chi phí khác từ hoạt động tín dụng,2015Triệu VND,254.712,254712.0,254712000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,3,2,Chi phí khác từ hoạt động tín dụng,2014Triệu VND,35.053,35053.0,35053000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,4,0,,column_1,,,,False,True
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,4,1,,2015Triệu VND,8.230.631,8230631.0,8230631000000.0,False,False
ACB_financial_statements_2015_separate|table_92,ACB_financial_statements_2015_separate,ACB,2015,separate,MILLION_VND,4,2,,2014Triệu VND,8.955.948,8955948.0,8955948000000.0,False,False
