table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,0,0,"Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín (""Dịch vụ Địa ốc Sài Gòn"")",Công ty | Công ty con,"Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín (""Dịch vụ Địa ốc Sài Gòn"")",,,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,0,1,"Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín (""Dịch vụ Địa ốc Sài Gòn"")",Địa điểm | Công ty con,"Thành phố Hồ Chí Minh (""TPHCM"")",,,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,0,2,"Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín (""Dịch vụ Địa ốc Sài Gòn"")",Tình trạng | Công ty con,Đang hoạt động,,,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,0,3,"Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín (""Dịch vụ Địa ốc Sài Gòn"")",Ngành nghề kinh doanh | Công ty con,Kinh doanh bất động sản,,,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,0,4,"Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín (""Dịch vụ Địa ốc Sài Gòn"")",Tỷ lệ lợi ích % | Công ty con,"100,00",100.0,100.0,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,0,5,"Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín (""Dịch vụ Địa ốc Sài Gòn"")",Tỷ lệ biểu quyết % | Công ty con,"100,00",100.0,100.0,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,1,0,"Công ty Cổ phần Năng lượng Thương Tín (""Năng lượng"")",Công ty | Công ty con,"Công ty Cổ phần Năng lượng Thương Tín (""Năng lượng"")",,,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,1,1,"Công ty Cổ phần Năng lượng Thương Tín (""Năng lượng"")",Địa điểm | Công ty con,TPHCM,,,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,1,2,"Công ty Cổ phần Năng lượng Thương Tín (""Năng lượng"")",Tình trạng | Công ty con,Đang trong quá trình giải thể,,,False,False
SCR_financial_statements_2020_consolidated|table_12,SCR_financial_statements_2020_consolidated,SCR,2020,consolidated,PERCENT,1,3,"Công ty Cổ phần Năng lượng Thương Tín (""Năng lượng"")",Ngành nghề kinh doanh | Công ty con,Sản xuất,,,False,False
