table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,0,0,"Thu nhập từ phương án hỗ trợ, đền bù giải phóng mặt bằng (i)",column_1,"Thu nhập từ phương án hỗ trợ, đền bù giải phóng mặt bằng (i)",,,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,0,1,"Thu nhập từ phương án hỗ trợ, đền bù giải phóng mặt bằng (i)",Năm 2018VND,23.486.544.000,23486544000.0,23486544000.0,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,0,2,"Thu nhập từ phương án hỗ trợ, đền bù giải phóng mặt bằng (i)",Năm 2017VND,-,0.0,0.0,True,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,1,0,Tiền thu từ bồi thường vi phạm các hoạt động truyền thông,column_1,Tiền thu từ bồi thường vi phạm các hoạt động truyền thông,,,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,1,1,Tiền thu từ bồi thường vi phạm các hoạt động truyền thông,Năm 2018VND,400.000.000,400000000.0,400000000.0,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,1,2,Tiền thu từ bồi thường vi phạm các hoạt động truyền thông,Năm 2017VND,-,0.0,0.0,True,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,2,0,Thu nhập khác,column_1,Thu nhập khác,,,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,2,1,Thu nhập khác,Năm 2018VND,388.449.826,388449826.0,388449826.0,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,2,2,Thu nhập khác,Năm 2017VND,98.152.559,98152559.0,98152559.0,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,3,0,Cộng,column_1,Cộng,,,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,3,1,Cộng,Năm 2018VND,24.274.993.826,24274993826.0,24274993826.0,False,False
CEO_financial_statements_2018_separate|table_44,CEO_financial_statements_2018_separate,CEO,2018,separate,VND,3,2,Cộng,Năm 2017VND,98.152.559,98152559.0,98152559.0,False,False
