table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,0,0,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),Ngày 1 tháng 1 năm 2016 | Đầu tư góp vốn vào: | Công ty con,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),,,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,0,1,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),Địa chỉ | Đầu tư góp vốn vào: | Công ty con,"278 Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Thành phố Hồ Chí Minh",,,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,0,2,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),Số lượng | Đầu tư góp vốn vào: | Công ty con,-,0.0,0.0,True,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,PERCENT,0,3,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),% lợi ích kinh tế | Đầu tư góp vốn vào: | Công ty con,"100,00%",100.0,100.0,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,PERCENT,0,4,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),% quyền biểu quyết | Đầu tư góp vốn vào: | Công ty con,"100,00%",100.0,100.0,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,0,5,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),Giá gốc VND | Đầu tư góp vốn vào: | Công ty con,3.000.000.000,3000000000.0,3000000000.0,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,0,6,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),Dự phòng giảm giá giá trị đầu tư VND | Đầu tư góp vốn vào: | Công ty con,(1.746.527.589),-1746527589.0,-1746527589.0,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,0,7,Công ty TNHH MTV Tư Văn Sải Gòn Thương Tín (i),Giá trị hợp lý VND | Đầu tư góp vốn vào: | Công ty con,(*),,,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,1,0,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài gòn Thương Tín,Ngày 1 tháng 1 năm 2016 | Đầu tư góp vốn vào: | Công ty con,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài gòn Thương Tín,,,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,1,1,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài gòn Thương Tín,Địa chỉ | Đầu tư góp vốn vào: | Công ty con,"97 Nguyễn Văn Trỗi, Quận Phú Nhuận, Thành phố Hồ Chí Minh",,,False,False
SCR_financial_statements_2016_separate|table_14,SCR_financial_statements_2016_separate,SCR,2016,separate,VND,1,2,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài gòn Thương Tín,Số lượng | Đầu tư góp vốn vào: | Công ty con,-,0.0,0.0,True,False
