table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,0,0,Lỗ trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,Lỗ trước thuế,,,False,False
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,0,1,Lỗ trước thuế,Mã số | LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,01,1.0,1000.0,False,False
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,0,2,Lỗ trước thuế,Thuyết minh | LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,False,True
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,0,3,Lỗ trước thuế,2023Nghìn VND | LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,(1.654.012.824),-1654012824.0,-1654012824000.0,False,False
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,0,4,Lỗ trước thuế,2022Nghìn VND | LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,(22.646.401),-22646401.0,-22646401000.0,False,False
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,1,0,Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,Điều chỉnh cho các khoản,,,False,False
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,1,1,Điều chỉnh cho các khoản,Mã số | LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,False,True
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,1,2,Điều chỉnh cho các khoản,Thuyết minh | LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,False,True
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,1,3,Điều chỉnh cho các khoản,2023Nghìn VND | LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,False,True
MSR_financial_statements_2023_consolidated|table_11,MSR_financial_statements_2023_consolidated,MSR,2023,consolidated,THOUSAND_VND,1,4,Điều chỉnh cho các khoản,2022Nghìn VND | LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,False,True
