table_ref,doc_id,ticker,report_year,scope,source_unit,row_index,column_index,row_label,column_label,raw_value,numeric_value,base_value,is_dash,is_missing
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,MILLION_VND,0,0,Tài sản,"Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | Tại ngày 31 tháng 12 năm 2019(Triệu VND)",Tài sản,,,False,False
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,USD,0,1,Tài sản,"Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | USD",,,,False,True
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,USD,0,2,Tài sản,"Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | EUR",,,,False,True
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,USD,0,3,Tài sản,"Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | Tiền tệ khácvà vàng",,,,False,True
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,USD,0,4,Tài sản,"Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | Tổng",,,,False,True
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,MILLION_VND,1,0,"Tiền mặt, vàng","Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | Tại ngày 31 tháng 12 năm 2019(Triệu VND)","Tiền mặt, vàng",,,False,False
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,USD,1,1,"Tiền mặt, vàng","Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | USD",453.695,453695.0,453695.0,False,False
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,USD,1,2,"Tiền mặt, vàng","Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | EUR",195.434,195434.0,195434.0,False,False
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,USD,1,3,"Tiền mặt, vàng","Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | Tiền tệ khácvà vàng",552.809,552809.0,552809.0,False,False
MSB_financial_statements_2019_separate|table_104,MSB_financial_statements_2019_separate,MSB,2019,separate,USD,1,4,"Tiền mặt, vàng","Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam54A Nguyễn Chí Thanh, Phường Láng ThượngQuận Đồng Đa, Thành phố Hà Nội, Việt NamThuyết minh báo cáo tài chính riêng cho năm kết thúc ngày 31 tháng 12 năm 2019 (tiếp theo) | Tổng",1.201.938,1201938.0,1201938.0,False,False
